"TOA5","51469","CR1000","51469","CR1000.Std.29","CPU:CS110_SC115.CR1","14017","Tab60sec"
"TIMESTAMP","RECORD","E_field_Avg","status","Error_Count","E_status_Tot(1)","E_status_Tot(2)","E_status_Tot(3)","E_status_Tot(4)","E_status_Tot(5)","E_status_Tot(6)","E_status_Tot(7)","E_status_Tot(8)","E_status_Tot(9)","E_status_Tot(10)","E_status_Tot(11)","E_status_Tot(12)","E_status_Tot(13)","E_status_Tot(14)","E_status_Tot(15)","E_status_Tot(16)","leakage_cur_Avg","panel_temp_Avg","battery_volt_Avg","internal_RH_Avg"
"TS","RN","volts/m","","","","","","","","","","","","","","","","","","","nA","DegC","","%"
"","","Avg","Smp","Smp","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Avg","Avg","Avg","Avg"
"2018-01-06 12:01:00",880265,-94.94536,1,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023,9.47,13.31,55.39
"2018-01-06 12:02:00",880266,-93.54735,1,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023,9.46,13.32,55.42
"2018-01-06 12:03:00",880267,-91.06148,1,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023,9.42,13.32,55.44
"2018-01-06 12:04:00",880268,-89.52032,1,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023,9.41,13.32,55.46
"2018-01-06 12:05:00",880269,-99.93621,1,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023,9.38,13.32,55.5
"2018-01-06 12:06:00",880270,-86.02292,1,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023,9.37,13.32,55.51
"2018-01-06 12:07:00",880271,-83.54658,1,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023,9.35,13.32,55.53
"2018-01-06 12:08:00",880272,-57.91481,1,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023,9.33,13.32,55.56
"2018-01-06 12:09:00",880273,-54.36492,1,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023,9.32,13.32,55.56
"2018-01-06 12:10:00",880274,-93.95769,1,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023,9.31,13.32,55.57
"2018-01-06 12:11:00",880275,-105.5569,1,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023,9.3,13.32,55.59
"2018-01-06 12:12:00",880276,-95.35093,1,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023,9.3,13.32,55.6
"2018-01-06 12:13:00",880277,-108.3577,1,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023,9.28,13.32,55.6
"2018-01-06 12:14:00",880278,-104.8746,1,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023,9.28,13.32,55.6
"2018-01-06 12:15:00",880279,-102.9135,1,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023,9.29,13.32,55.63
"2018-01-06 12:16:00",880280,-104.6837,1,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023,9.3,13.33,55.63
"2018-01-06 12:17:00",880281,-99.6881,1,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023,9.3,13.33,55.61
"2018-01-06 12:18:00",880282,-72.2957,1,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023,9.3,13.33,55.62
"2018-01-06 12:19:00",880283,-63.85516,1,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023,9.32,13.33,55.63
"2018-01-06 12:20:00",880284,-53.95936,1,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023,9.32,13.33,55.61
