"TOA5","94083","CR1000","94083","CR1000.Std.32.05","CPU:CS110_1769_2025-01-13_GMX.cr1","59979","EF_60sec"
"TIMESTAMP","RECORD","E_field_Avg","status","Error_Count","E_status_Tot(1)","E_status_Tot(2)","E_status_Tot(3)","E_status_Tot(4)","E_status_Tot(5)","E_status_Tot(6)","E_status_Tot(7)","E_status_Tot(8)","E_status_Tot(9)","E_status_Tot(10)","E_status_Tot(11)","E_status_Tot(12)","E_status_Tot(13)","E_status_Tot(14)","E_status_Tot(15)","E_status_Tot(16)","leakage_cur_Avg","panel_temp_Avg","battery_volt_Avg","internal_RH_Avg"
"TS","RN","volts/m","","","","","","","","","","","","","","","","","","","nA","DegC","","%"
"","","Avg","Smp","Smp","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Avg","Avg","Avg","Avg"
"2025-02-03 01:01:00",29541,-92.79394,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,12.46,13.53,55.46
"2025-02-03 01:02:00",29542,-82.43029,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,12.44,13.54,55.46
"2025-02-03 01:03:00",29543,-75.90324,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,12.42,13.54,55.46
"2025-02-03 01:04:00",29544,-79.5784,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,12.42,13.54,55.46
"2025-02-03 01:05:00",29545,-77.53904,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,12.39,13.54,55.45
"2025-02-03 01:06:00",29546,-77.08704,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,12.37,13.54,55.47
"2025-02-03 01:07:00",29547,-81.61239,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,12.35,13.54,55.5
"2025-02-03 01:08:00",29548,-96.63053,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,12.33,13.55,55.51
"2025-02-03 01:09:00",29549,-104.1046,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,12.31,13.55,55.52
"2025-02-03 01:10:00",29550,-106.1548,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,12.28,13.55,55.52
"2025-02-03 01:11:00",29551,-104.5351,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,12.26,13.54,55.52
"2025-02-03 01:12:00",29552,-100.5748,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,12.23,13.54,55.52
"2025-02-03 01:13:00",29553,-100.564,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,12.2,13.54,55.54
"2025-02-03 01:14:00",29554,-103.8786,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,12.17,13.54,55.56
"2025-02-03 01:15:00",29555,-108.8506,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,12.14,13.54,55.58
"2025-02-03 01:16:00",29556,-109.6093,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,12.11,13.54,55.59
"2025-02-03 01:17:00",29557,-117.9444,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,12.08,13.54,55.6
"2025-02-03 01:18:00",29558,-119.4403,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,12.05,13.54,55.65
"2025-02-03 01:19:00",29559,-123.2123,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,12.04,13.54,55.66
"2025-02-03 01:20:00",29560,-118.7999,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,12.01,13.54,55.68
